latitude;longitude
38.789383;-90.478167
38.532067;-90.712167
38.841767;-90.303717
38.84335;-90.3042
38.838017;-90.0955
38.84385;-90.302117
38.761117;-90.537483
38.81115;-89.9864
38.80365;-90.467933
38.804833;-90.466333
38.798017;-90.485383
38.800483;-90.481117
38.62405;-90.6899
38.81565;-89.977667
38.8279;-90.423467
38.818383;-89.98215
38.819133;-89.98395
38.793883;-89.925917
38.85975;-90.274783
38.77065;-90.54975
38.795283;-89.92345
38.543083;-90.731983
38.767;-90.560383
38.627217;-90.696667
38.779433;-89.889933
38.86845;-90.226617
38.864083;-90.127817
38.86905;-90.182233
38.03205;-90.248083
38.8656;-90.137767
38.862567;-90.1077
38.742567;-90.6039
38.767433;-90.570667
38.7428;-90.605733
38.76645;-90.57505
38.617717;-90.712933
38.871;-90.15015
38.123633;-90.559083
38.619783;-90.7137
38.874383;-90.175583
38.865533;-90.098433
38.1215;-90.561017
38.7682;-90.583083
38.8206;-90.491317
38.878033;-90.186267
38.117517;-90.561117
38.11535;-90.560483
38.7725;-90.585983
38.775233;-90.58275
38.773667;-90.5865
38.883917;-90.168667
38.685183;-90.685183
38.81605;-90.520333
38.864933;-90.03915
38.88675;-90.169267
38.687317;-90.687567
38.795883;-90.561733
38.889767;-90.185983
38.68375;-90.695083
38.892033;-90.188183
38.8222;-90.526683
38.67735;-90.70395
38.678883;-90.708667
38.682967;-90.706383
38.80465;-90.5711
38.900017;-90.235183
38.683167;-90.709183
38.901967;-90.207467
38.899967;-90.162683
38.791467;-90.598133
38.657067;-90.734967
38.6718;-90.726133
38.905233;-90.261533
38.9042;-90.143517
38.6678;-90.732106
38.665867;-90.73405
38.571383;-90.7818
38.669383;-90.732367
38.908583;-90.172967
38.667667;-90.733817
38.671517;-90.7323
38.90435;-90.117867
38.69455;-90.71655
38.6675;-90.7364
38.799417;-90.602767
38.672867;-90.734083
38.700033;-90.7138
38.665617;-90.73985
38.475217;-90.807183
38.699633;-90.716033
38.675383;-90.734433
38.704533;-90.712233
38.664067;-90.743133
38.910667;-90.136083
38.914767;-90.226117
38.690983;-90.724433
38.677883;-90.73445
38.662833;-90.74495
38.7052;-90.7138
38.699417;-90.71945
38.662133;-90.746717
38.916333;-90.226033
38.6768;-90.73755
38.782183;-90.636033
38.68155;-90.7352
38.6837;-90.733533
38.917683;-90.219133
38.91785;-90.2033
38.685317;-90.73335
38.69405;-90.727117
38.698983;-90.72335
38.661917;-90.75025
38.9185;-90.195017
38.911083;-90.107483
38.687467;-90.733083
38.690983;-90.730583
38.705617;-90.718967
38.463233;-90.814817
38.919967;-90.2139
38.689833;-90.73275
38.6571;-90.755217
38.660683;-90.7531
38.7024;-90.723417
38.69345;-90.730333
38.659483;-90.7547
38.692133;-90.73205
38.91185;-90.099083
38.4168;-90.815983
38.658917;-90.756617
38.853283;-89.902183
38.73785;-90.695183
38.705417;-90.72415
38.03255;-90.495233
38.4313;-90.8184
38.4267;-90.819133
38.66135;-90.757883
38.466233;-90.8207
38.650183;-90.765517
38.670467;-90.753233
38.708033;-90.72595
38.74015;-90.697317
38.4285;-90.822217
38.80055;-90.628517
38.739117;-90.700267
38.66425;-90.759867
38.854583;-89.893383
38.708367;-90.729567
38.667417;-90.759633
38.4673;-90.825433
38.4792;-90.824917
38.476267;-90.825033
38.92855;-90.242383
38.608717;-90.7938
38.92855;-90.253517
38.8029;-90.631683
38.669167;-90.7615
38.714367;-90.728833
38.707667;-90.73495
38.804567;-90.631533
38.930583;-90.190233
38.664867;-90.766267
38.93145;-90.217567
38.70675;-90.738267
38.680417;-90.759617
37.987767;-90.040467
38.684833;-90.757317
38.687683;-90.755783
38.913567;-90.030933
38.921533;-90.064
38.7304;-90.728483
38.923517;-90.059367
38.9295;-90.340233
38.931;-90.338667
37.978983;-90.0459
38.944117;-90.20715
38.688483;-90.773633
38.68345;-90.7774
38.734617;-90.738367
38.623883;-90.8147
38.9509;-90.19415
38.640383;-90.809283
38.626633;-90.816617
38.626333;-90.817667
38.5804;-90.836683
38.958167;-90.207983
38.749667;-90.749033
38.696217;-90.792117
38.721683;-90.774783
38.732567;-89.664767
38.727867;-90.77255
38.090267;-90.6866
38.79425;-90.7096
38.7974;-90.7092
38.957117;-90.35945
38.74025;-90.7671
38.969267;-90.193917
38.088833;-90.691333
38.799583;-90.71
38.337333;-90.864467
38.821433;-90.684933
38.081567;-90.685983
38.352017;-90.8716
37.9927;-89.892533
38.8139;-90.70575
38.824183;-90.7065
38.827983;-90.70595
38.652967;-90.852883
38.82415;-90.710783
37.974033;-90.53305
38.7979;-90.743017
38.828083;-90.710383
38.984667;-90.343333
37.968467;-90.535467
37.96055;-90.528383
38.969617;-90.450433
37.955917;-90.5245
38.7832;-90.779
38.977267;-90.4253
37.956883;-90.530517
38.96675;-90.469183
38.971983;-90.462383
38.9452;-90.541617
37.9598;-90.5509
38.983083;-90.42985
38.989733;-90.417667
38.90775;-90.634983
38.883467;-89.748383
38.8848;-89.743317
38.9883;-90.461483
37.979;-89.807167
38.884567;-89.737717
38.965117;-90.538983
38.888233;-89.741467
38.88695;-89.739233
38.991833;-90.466667
38.949183;-90.586717
37.92175;-89.914433
38.98805;-90.496717
38.912867;-90.667417
37.873733;-90.306433
38.799517;-90.811983
38.802767;-90.809083
38.973583;-90.5443
37.928933;-90.559517
37.921633;-90.549767
38.798917;-90.832283
37.913;-90.555
38.5478;-90.973133
38.806417;-90.837383
38.5482;-90.976217
38.539617;-90.984567
37.87825;-89.945817
38.551133;-90.987017
37.948217;-89.766067
38.5528;-90.992783
38.55375;-90.994933
38.554717;-90.9973
37.828683;-90.227633
38.552533;-91.003133
38.56;-91.0025
39.0719;-90.1109
37.86275;-90.50415
37.819683;-90.232283
37.869717;-90.530517
38.559167;-91.011867
38.930717;-90.748017
37.8156;-90.21935
39.05125;-89.94815
38.56555;-91.022167
38.560683;-91.029867
37.842533;-90.4966
37.84045;-90.494767
39.012983;-89.799767
37.838933;-90.497117
37.837817;-90.499117
37.801117;-90.2925
38.99765;-90.674483
37.838817;-90.532017
37.836483;-90.526917
39.051483;-90.580367
39.014767;-90.667333
38.827983;-90.919483
38.3465;-89.375917
38.832467;-90.91725
38.385333;-89.3685
39.006217;-90.6929
37.8003;-90.4302
39.119267;-90.329
39.12305;-90.310217
38.8306;-90.93325
37.791433;-90.410317
37.7896;-90.411517
39.123883;-90.327967
38.996267;-90.738233
37.93815;-90.789233
39.04375;-89.7814
37.785183;-90.416933
39.037183;-90.6761
37.780017;-90.4153
39.039217;-90.676333
37.77945;-90.422383
37.776883;-90.40815
37.780083;-90.426933
37.806117;-89.889317
37.775667;-90.430917
37.75295;-90.235267
38.97875;-90.80325
37.753483;-90.1489
37.7845;-90.487483
37.769283;-90.421183
37.764967;-90.430283
37.776533;-90.486417
38.90205;-90.918333
38.8855;-90.937617
38.272467;-91.098133
37.759717;-90.45055
39.062833;-90.6923
38.228517;-91.084317
39.0682;-89.75045
37.73645;-90.2941
37.757233;-90.44825
37.753467;-90.43725
37.752433;-90.436133
37.752967;-90.441383
38.067733;-90.995333
38.08955;-91.017483
38.167817;-91.068283
39.072283;-89.735167
37.755867;-90.484583
39.109217;-89.80795
38.199867;-91.095667
39.08065;-89.733283
38.205933;-91.104183
38.828083;-91.029317
38.19525;-91.106617
38.075;-89.398611
39.019833;-90.830567
37.707233;-90.288483
39.02295;-90.830717
39.02205;-90.833017
39.024517;-90.830467
39.023517;-90.832633
39.146433;-89.864617
39.026033;-90.830467
39.024167;-90.834883
39.02565;-90.83385
39.026383;-90.8327
39.02585;-90.834533
39.025617;-90.8352
38.893517;-89.438383
38.08;-89.382222
38.829267;-91.053033
38.01935;-89.421133
38.30255;-91.169317
37.727617;-89.9035
37.7332;-89.8708
38.2776;-91.170967
38.898267;-89.412467
37.7479;-90.625383
37.715733;-89.908617
39.125683;-90.705867
37.7249;-89.869333
38.780183;-91.115833
38.7916;-91.111583
38.2085;-91.1596
37.725383;-89.85385
38.207067;-91.161717
37.724183;-89.851583
38.203517;-91.163283
37.7207;-89.85315
37.721367;-89.849883
39.009867;-89.509883
38.986683;-90.963233
38.194833;-91.1759
38.978717;-90.980317
37.9943;-91.04845
39.031617;-90.917017
37.977367;-91.036533
39.014833;-90.943867
39.005733;-89.473933
38.193083;-91.187017
38.100933;-91.1396
38.695167;-89.23505
38.802483;-91.14355
38.927383;-91.048067
38.801617;-91.1451
38.8093;-91.140783
38.598033;-91.23065
38.819917;-91.1352
38.801733;-91.148067
38.697383;-89.2306
38.803183;-91.149517
38.088017;-91.138633
38.805367;-91.14855
39.035483;-90.93545
38.801983;-91.15115
38.816217;-91.14355
38.80465;-91.15105
38.1182;-91.159683
38.816417;-91.145517
38.1847;-91.1984
37.96285;-91.052817
39.21215;-90.614617
38.4718;-91.268117
39.155133;-89.656917
37.7149;-90.710967
38.52175;-89.15425
39.134733;-89.60145
39.068433;-89.491783
38.474183;-89.144
39.16655;-90.78215
39.177767;-89.671333
39.072683;-89.487633
38.806;-89.231533
39.179817;-90.787267
38.555183;-89.128017
38.15485;-91.244783
39.17675;-89.614817
38.527567;-89.113717
38.535117;-89.11415
38.147817;-91.253333
38.531617;-89.109883
39.225283;-90.725833
39.26725;-90.615367
38.531733;-89.1039
37.6501;-90.665917
38.5316;-89.101683
38.019933;-91.188217
39.268717;-90.623733
37.576233;-90.309667
37.654767;-90.6879
37.574567;-90.309267
39.190333;-89.6031
38.539533;-89.09685
38.758533;-91.273967
37.596017;-90.498567
39.273617;-90.627767
38.505533;-89.088633
38.521683;-89.089683
37.56735;-90.150133
38.619783;-89.102267
39.2811;-90.620583
38.517833;-89.085
38.062567;-91.234083
38.554617;-89.08815
38.006389;-89.235278
37.570317;-90.382
38.0541;-91.234033
37.560617;-90.297717
37.6176;-90.6315
38.051133;-91.23755
39.29;-90.620433
38.518083;-89.07275
39.291667;-90.6295
37.602117;-90.60605
38.68945;-89.101483
38.5032;-89.062683
37.54685;-90.31835
37.972917;-91.20055
37.555267;-90.438483
37.61405;-89.75235
39.352633;-90.4135
38.553917;-89.051083
38.093917;-91.299267
38.211;-91.354383
39.098267;-89.355867
39.3354;-89.827583
37.6437;-90.817467
38.765067;-89.08155
38.559867;-89.013917
37.6964;-89.4751
37.627667;-90.829633
38.213533;-91.395383
38.202517;-91.406517
37.502467;-90.4573
37.772533;-89.333367
38.562867;-88.98175
38.663433;-89.000017
38.6805;-89.001683
38.62335;-88.984483
38.685367;-88.9992
37.814833;-91.166167
38.679133;-91.437367
38.8673;-89.077233
37.539317;-90.682617
38.6989;-91.433783
38.569817;-88.967
37.6367;-89.509783
38.70765;-91.43525
38.707183;-91.436233
38.707233;-88.996367
37.632033;-89.514667
38.070783;-91.37825
38.698967;-91.44315
37.812033;-91.180417
37.687433;-89.412217
38.0319;-91.360983
38.06875;-91.383167
39.368033;-89.719483
38.626117;-88.9582
38.324067;-88.951083
38.3526;-91.48675
37.685567;-89.397733
38.587717;-88.9496
38.520083;-88.94095
37.555;-90.783667
37.975883;-91.338667
38.352433;-91.488567
38.704283;-88.975583
37.673467;-89.411633
37.97395;-91.340883
37.998667;-91.359583
38.063767;-91.399383
38.062917;-91.402233
38.6018;-88.941283
38.637167;-88.947867
38.627033;-88.945583
38.403167;-88.928917
38.63985;-88.947367
38.634833;-88.94555
38.7486;-88.97985
38.627733;-88.943167
38.34945;-91.501183
38.64965;-88.946783
38.693067;-88.958633
38.3467;-91.50265
38.343317;-91.504283
37.976111;-89.074167
38.0114;-91.3819
38.34375;-91.507167
37.967733;-91.35615
38.3343;-88.925283
37.488069;-89.788482
37.447817;-90.455933
38.314883;-88.92525
37.439233;-90.4204
37.480583;-89.79975
38.7116;-88.942583
37.56525;-89.547
37.480583;-89.775067
38.707267;-88.93835
37.624217;-89.424783
37.5514;-89.563833
38.3973;-88.886783
38.4911;-88.8848
37.53715;-89.568633
37.492733;-89.6709
37.4905;-89.6741
37.432183;-90.554583
38.124467;-88.939233
37.735867;-89.230383
37.649267;-89.345133
38.121433;-88.939267
38.720467;-88.910883
37.739767;-89.224533
37.719133;-89.247133
38.12;-88.937083
38.519933;-88.866267
37.717733;-89.244717
37.5853;-89.4397
39.045883;-89.088333
38.2091;-91.535367
37.71705;-91.204117
38.111183;-88.923867
37.7165;-89.221217
37.708133;-89.23
37.7164;-89.219433
37.70785;-89.2217
37.667867;-89.270083
38.042667;-88.938817
37.387533;-90.4906
37.386717;-90.488083
38.4141;-88.829267
37.383717;-90.486033
37.712117;-89.201017
38.08043;-88.91238
38.417133;-88.826567
38.415083;-88.8266
37.639183;-89.292017
38.040017;-91.502383
38.182;-91.563233
38.626217;-88.839417
37.696783;-89.208967
37.62585;-89.303567
39.102883;-89.0885
38.758867;-88.871083
37.376467;-90.4906
37.997778;-88.936944
38.5503;-88.80945
39.301183;-89.297733
38.952517;-91.48865
38.490333;-88.792383
37.960267;-88.937783
37.997517;-88.9135
38.591367;-88.79035
37.52735;-89.396167
39.410983;-90.976633
39.410317;-90.97905
38.621317;-88.78475
37.365333;-89.804617
37.56845;-89.313917
38.623067;-88.784083
37.393367;-89.68825
38.664283;-88.785933
38.940683;-88.8991
38.171767;-91.624467
38.946483;-88.8999
37.3831;-89.700417
37.390767;-89.672467
37.393417;-89.662767
38.13035;-91.616833
37.4585;-89.489867
38.450783;-91.683333
37.3111;-90.0166
38.7337;-88.789783
37.961033;-91.5429
37.382317;-89.6667
37.385833;-89.655
38.63025;-88.759667
37.36471;-89.72357
38.905433;-91.575567
38.903267;-91.577317
37.377183;-89.6665
39.598633;-90.021033
39.60045;-90.020933
39.599883;-90.011733
37.89465;-88.9202
38.728033;-88.774083
39.6013;-90.017683
39.6015;-90.013167
39.602333;-90.020817
39.6023;-90.011467
38.72365;-88.77045
39.602883;-90.013867
38.72935;-88.770917
39.60365;-90.0122
39.604633;-90.015017
38.724333;-88.76795
39.605283;-90.019817
39.6056;-90.017667
37.76195;-89.021383
39.606033;-90.0158
37.439067;-89.480933
37.4472;-89.4565
37.900233;-88.90255
37.365967;-89.659317
37.366633;-89.6568
37.378167;-89.618717
38.706417;-88.752767
39.091317;-88.9554
38.721483;-88.754983
38.712733;-88.75075
37.37235;-89.62015
38.712783;-88.74645
38.709117;-91.689217
39.12795;-88.975017
39.1302;-88.974317
39.022667;-91.545217
39.446717;-91.042633
39.449417;-91.048117
37.343;-89.661117
39.21435;-89.038983
39.454;-91.049383
37.8921;-88.872367
39.406967;-91.144017
37.751111;-88.979167
37.563133;-91.24495
38.549683;-91.747267
37.269667;-90.519233
39.559517;-90.825467
37.349467;-89.5924
37.349333;-89.59035
37.74805;-88.963617
37.3443;-89.590367
37.3409;-89.599983
37.3443;-89.590367
37.343783;-89.589867
39.513317;-90.968783
37.34005;-89.598067
37.261933;-90.52375
37.33995;-89.596783
39.664917;-90.1763
37.340533;-89.590683
37.25605;-90.50675
37.456917;-89.32625
39.517967;-90.97385
37.471217;-89.295683
38.998867;-88.818117
38.506333;-88.655667
39.303433;-89.086017
37.741667;-88.944722
37.7554;-88.932283
37.739067;-88.9465
39.6784;-90.205483
37.330233;-89.5793
37.332917;-89.57115
37.742222;-88.94
37.3313;-89.5716
37.328283;-89.5717
37.329083;-89.5682
37.32825;-89.56995
37.326667;-89.570617
37.894717;-88.813617
37.333583;-89.545283
37.334033;-89.542367
37.32425;-89.569233
37.338917;-89.52965
37.33205;-89.543333
38.2125;-88.666833
37.328667;-89.5502
37.425167;-89.334333
37.320133;-89.569
39.681767;-90.414733
37.458583;-89.2707
37.325217;-89.547817
37.730917;-88.9271
37.3164;-89.568167
37.33105;-89.523067
37.33815;-89.50505
37.318417;-89.5553
37.451467;-89.26835
37.337783;-89.49945
38.917283;-91.700667
37.3137;-89.5594
39.688483;-90.459583
37.310733;-89.559133
37.321717;-89.52875
37.313483;-89.550367
37.31435;-89.537767
37.204517;-90.420867
37.32965;-89.496517
39.590367;-89.5344
37.328083;-89.497617
37.311733;-89.539
37.328317;-89.495583
38.024083;-91.724767
39.710333;-90.193533
39.71085;-90.21705
37.310733;-89.5355
37.3045;-89.551333
37.295183;-89.57735
37.30745;-89.538267
37.303633;-89.5484
37.300467;-89.5523
39.639733;-89.6614
39.64105;-89.6641
39.641083;-89.662883
37.303917;-89.53775
37.3103;-89.519667
39.615683;-89.57785
37.238283;-90.697517
37.304917;-89.5199
37.305583;-89.517583
39.722867;-90.229617
37.294733;-89.537467
39.7269;-90.216533
37.29025;-89.5434
38.5366;-88.588183
37.297383;-89.520117
37.288817;-89.542017
37.295933;-89.5205
39.336517;-89.030033
37.287167;-89.5411
39.376583;-89.0795
39.666383;-89.696733
37.290867;-89.526117
38.539817;-88.581767
39.37915;-89.078183
39.598317;-89.47455
38.537933;-88.5787
38.482233;-91.8569
39.735517;-90.249067
39.399383;-89.099017
39.611567;-89.497117
39.390917;-89.083217
38.476917;-91.863117
37.6512;-91.505333
39.053333;-88.750717
39.672083;-89.665617
37.306317;-89.448233
37.183317;-90.55485
38.57885;-91.8687
39.065983;-88.74895
39.065883;-88.748117
39.677933;-89.664617
37.339517;-89.3592
39.069767;-88.7487
37.897867;-88.7149
37.465667;-89.13255
39.682733;-89.652017
39.034;-88.714283
37.54195;-89.020733
39.690717;-89.65735
39.701317;-89.6904
39.691417;-89.65125
37.936933;-91.7584
37.939117;-91.760317
39.690467;-89.643717
39.695367;-89.652183
39.709183;-89.7042
39.689833;-89.630417
37.51895;-89.0286
39.40445;-89.04205
37.9409;-91.766983
39.63295;-89.457167
39.6905;-89.627717
39.5525;-89.276933
39.708367;-89.687233
37.946367;-91.77305
39.741883;-89.844283
39.69215;-89.626517
37.94215;-91.77205
39.713867;-89.70295
39.711267;-89.691533
37.230317;-89.5635
39.7129;-89.696633
39.714367;-89.698683
39.649817;-89.4831
39.716617;-89.701633
39.761917;-89.9476
39.064783;-88.70415
39.695817;-89.605983
37.94165;-91.783233
39.694433;-89.600383
39.656567;-89.483217
38.9455;-88.629117
39.110083;-88.729
39.70315;-89.614833
39.707083;-89.627783
39.698783;-89.597783
38.951617;-88.626717
39.7082;-89.627533
38.953167;-88.6253
39.724417;-89.677317
38.1931;-88.538633
39.701733;-89.5934
39.7446;-89.761133
39.6988;-89.581
39.727067;-89.67575
39.205233;-91.64685
39.732;-89.6731
39.5695;-91.187917
39.757583;-89.757583
39.25815;-88.8187
39.756183;-89.74545
39.738783;-89.669417
39.714783;-89.5832
39.74145;-89.679583
37.292867;-89.314433
39.729917;-89.621333
39.7599;-89.737617
39.730383;-89.61935
37.361317;-89.177317
39.740683;-89.646567
39.727433;-89.597917
39.7263;-89.5895
39.729283;-89.597483
37.57885;-88.878717
39.713917;-89.537433
39.730083;-89.5808
39.770983;-89.736583
38.579883;-91.962583
39.73945;-89.608133
39.772017;-89.735367
38.962917;-88.584017
39.75195;-89.650517
39.773283;-89.7384
38.578467;-91.964533
39.1026;-88.6643
39.757767;-89.667833
39.76225;-89.6824
39.76725;-89.7036
37.087967;-90.467817
39.826283;-90.306133
39.7477;-89.615767
39.728933;-89.550133
39.739667;-89.581833
38.186;-91.946
39.752833;-89.6165
38.186517;-91.947067
39.79775;-89.79675
38.190783;-91.9546
39.7283;-89.51565
39.7632;-89.623233
38.74075;-88.475317
38.747;-88.474383
39.783083;-90.7467
39.76235;-89.605933
39.759083;-89.589333
39.7603;-89.59045
39.761983;-89.59475
39.788267;-89.69515
39.7605;-89.587917
39.80265;-89.758133
39.794567;-89.719867
39.794533;-89.717983
39.786933;-89.679783
39.7953;-89.71585
39.79605;-89.718183
39.7965;-89.720067
39.795867;-89.715633
39.137933;-88.650517
39.74735;-89.532
39.749467;-89.537817
39.78925;-89.679867
39.797783;-89.716617
39.519633;-89.049133
39.789117;-89.677067
39.752517;-89.542833
39.74985;-89.5322
39.7996;-89.716633
38.853833;-91.93815
39.757583;-89.555783
39.775733;-89.618433
39.702333;-91.0372
38.845817;-91.943133
39.75895;-89.5541
39.1247;-88.6334
39.74975;-89.522767
39.774467;-89.603467
38.4924;-92.012667
39.763683;-89.56215
38.844383;-91.947883
39.810133;-89.73945
38.8499;-91.94705
38.859583;-91.943683
39.788483;-89.642867
38.85;-91.95
38.852683;-91.949833
39.7758;-89.584983
39.77655;-89.586617
38.970017;-91.900667
38.97175;-91.8999
39.8063;-89.698317
39.77925;-89.592667
39.806117;-89.6961
38.849883;-91.954733
39.802067;-89.6745
39.783283;-89.6021
39.124317;-88.617217
39.797217;-89.6449
38.563633;-88.409883
39.537983;-89.044933
38.850567;-91.960383
39.685267;-89.31215
39.80635;-89.667917
39.805717;-89.664633
39.802567;-89.6507
39.807383;-89.667967
39.802533;-89.64775
39.7985;-89.62975
39.816117;-89.702417
37.507983;-88.863217
39.752417;-89.472917
39.43115;-88.888867
38.857683;-91.96445
39.81545;-89.684067
39.82445;-89.720733
38.37985;-88.397417
39.798567;-89.612733
39.794617;-89.597067
39.816117;-89.677933
39.0176;-91.896717
39.822117;-89.702367
39.8228;-89.704367
39.823633;-89.706033
37.793583;-91.8297
39.823617;-89.702583
37.912483;-91.9015
39.825467;-89.704517
37.514833;-88.840167
39.81595;-89.654233
37.792033;-91.835333
39.819767;-89.662467
39.8201;-89.6635
38.518283;-92.047683
38.9453;-91.9427
37.01575;-90.3079
38.78485;-88.4276
38.787417;-88.428117
39.8068;-89.598417
37.2811;-91.279633
39.823833;-89.65325
39.822033;-89.642567
39.844617;-89.739617
39.406833;-88.827433
39.826633;-89.6523
38.783667;-88.418067
39.828167;-89.6533
39.828283;-89.6496
39.84645;-89.728217
39.8301;-89.653517
39.829917;-89.651533
37.23625;-91.2143
39.304167;-88.71305
38.389117;-88.367167
38.395217;-88.366167
39.831217;-89.641183
39.832617;-89.645867
38.507533;-92.069
39.782817;-89.473133
39.834133;-89.6433
38.398967;-88.362583
37.284467;-89.118033
39.83415;-89.640717
38.395833;-88.361333
39.405583;-88.806233
39.834283;-89.635833
39.824033;-89.592183
38.643233;-92.062783
39.83915;-89.643967
38.3848;-88.352933
37.696944;-91.809444
37.062633;-89.629967
39.406633;-88.790883
39.8474;-89.645017
37.875867;-91.932267
38.522533;-88.342
37.847067;-91.919383
37.509533;-88.784567
38.066467;-88.409667
39.149283;-91.877567
38.4899;-88.338133
37.415583;-88.8907
37.506183;-88.785117
37.376067;-91.4911
39.416433;-88.788583
38.06535;-88.407033
36.979967;-90.101883
39.1254;-88.534983
37.685667;-88.6159
37.504283;-88.781067
38.68715;-88.353817
37.841133;-91.925217
39.421317;-88.786333
38.945783;-91.998633
39.27375;-88.641233
39.409417;-88.771133
38.06355;-88.4
39.426667;-88.789467
39.869033;-90.756817
38.057633;-88.400617
39.7673;-89.346367
38.713817;-88.352633
38.542717;-92.106367
39.142983;-88.533717
39.419167;-88.7718
37.9124;-91.976133
39.860117;-89.611667
37.835;-91.935367
37.9107;-91.977283
39.8739;-89.66465
39.671383;-91.309533
38.410583;-92.115017
38.413817;-92.1153
39.864183;-89.615667
39.8646;-89.616667
37.501183;-88.760667
39.175483;-91.887083
36.9646;-90.056433
39.870433;-89.62635
39.868;-89.61675
36.964317;-90.03785
39.870883;-89.62225
39.872067;-89.62445
39.871233;-89.619983
39.871333;-89.61895
39.8707;-89.61485
39.873167;-89.619233
36.963683;-90.00205
39.339383;-88.667
36.95105;-90.150683
36.982067;-90.6091
37.51665;-91.708817
38.688633;-88.317617
39.62505;-89.002133
39.954717;-90.0688
39.705667;-89.1366
36.943433;-90.315133
39.70695;-89.1365
38.33915;-92.138067
39.13675;-88.489267
38.4187;-88.287233
39.444533;-88.749083
38.569367;-92.144533
39.155233;-88.496467
38.5687;-92.146867
36.936183;-90.278517
36.9448;-89.985883
36.93285;-90.310783
39.94525;-89.8463
38.7418;-88.304267
39.896567;-89.6013
